,Unnamed: 0,addressType,basementArea,caseUrl,energyLabel,housingArea,lotArea,monthlyExpense,numberOfFloors,numberOfRooms,perAreaPrice,priceCash,priceChangePercentage,yearBuilt,municipalityCode,numberOfBuildings,zipCode,municipality,latitude,longitude,basement,lot
0,0,villa,60.0,https://www.brikk.dk/ejendom/industrivej-2-6622-baekke/,d,210.0,1233.0,1718,2.0,6.0,4629.0,1148000,0.0,1968.0,575,1,6622,Vejen,55.57129,9.146651,1,1
1,1,farm,0.0,https://www.estaldo.com/listing/22fa0be5-dd95-4110-8e58-afb0f940d873,e,472.0,84093.0,2334,1.0,4.0,6345.0,2995000,0.0,1936.0,860,1,9800,Hjørring,57.41679,9.964815,0,1
2,2,villa,127.0,https://www.brikk.dk/ejendom/storegade-33-6640-lunderskov/,e,124.0,614.0,2169,3.0,5.0,9783.0,2095000,0.0,1945.0,621,1,6640,Kolding,55.479263,9.298074,1,1
3,3,villa,69.0,http://www.nybolig.dk/maegler/pages/property-presentation/property.action?caseno=220583&shopno=260110&fromsite=boligsiden&csref=boligsiden,e,69.0,497.0,2415,2.0,2.0,23841.0,1645000,0.0,1946.0,400,1,3700,Bornholm,55.10923,14.709151,1,1
4,4,villa,80.0,https://www.danbolig.dk?propertyid=0950000496&brokerid=095,c,179.0,1078.0,3634,2.0,5.0,31648.0,5665000,0.0,1961.0,630,1,7100,Vejle,55.694424,9.553193,1,1
5,5,villa,0.0,https://home.dk/sag/6120000398,c,139.0,635.0,2064,1.0,4.0,11115.0,1645000,0.0,1986.0,707,1,8500,Norddjurs,56.420555,10.854384,0,1
6,6,villa,0.0,https://maeglerhuset.dk/redirect.php?sagsnr=006859&mgl=9000,d,135.0,715.0,2209,1.0,5.0,18198.0,2495000,0.0,1963.0,851,1,9270,Aalborg,57.011974,10.05451,0,1
7,7,villa,0.0,https://www.realmaeglerne.dk/301-redirect/?mgl=R365&sagsnr=36522613,e,110.0,700.0,2010,1.0,4.0,11236.0,1295000,0.0,1966.0,370,1,4700,Næstved,55.21812,11.807974,0,1
8,8,holiday house,0.0,https://jyskmaegler.dk/bolig/pandrup-9490-gl-jacobsvej-1/,a2010,123.0,2929.0,2555,1.0,4.0,25667.0,2695000,0.0,1890.0,849,1,9490,Jammerbugt,57.211323,9.541658,0,1
9,9,terraced house,0.0,http://www.nybolig.dk/maegler/pages/property-presentation/property.action?caseno=6024383&shopno=270110&fromsite=boligsiden&csref=boligsiden,b,100.0,0.0,2501,1.0,4.0,45434.0,4498000,0.0,1983.0,751,1,8260,Aarhus,56.12511,10.179234,0,0
10,10,villa,0.0,https://www.danbolig.dk?propertyid=1910000176&brokerid=191,d,185.0,4054.0,1389,1.0,4.0,3807.0,795000,0.0,1877.0,860,1,9760,Hjørring,57.394592,9.8989315,0,1
11,11,villa,29.0,https://www.brikk.dk/ejendom/udbyhoejvej-188-8930-randers-noe/,c,157.0,1274.0,2403,3.0,6.0,10111.0,1588000,0.0,1922.0,730,1,8930,Randers,56.4752,10.073946,1,1
12,12,cooperative,0.0,http://www.nybolig.dk/maegler/pages/property-presentation/property.action?caseno=202461&shopno=100250&fromsite=boligsiden&csref=boligsiden,c,97.0,0.0,4391,1.0,3.0,4761.0,461840,0.0,2003.0,615,1,8700,Horsens,55.863285,9.845079,0,0
13,13,condo,0.0,https://www.danbolig.dk?propertyid=2700000093&brokerid=270,c,91.0,0.0,2133,1.0,4.0,15374.0,1399000,0.0,1971.0,461,1,5250,Odense,55.363533,10.347954,0,0
14,14,villa,43.0,https://www.lokalbolig.dk/?sag=06-X0000757,e,95.0,1382.0,3280,1.0,4.0,22598.0,2775000,0.0,1955.0,270,1,3220,Gribskov,56.057438,12.09955,1,1
15,15,villa,0.0,http://tanjamathiesen.dk/sag/195TPM-001389/skovvangsvej-92-4600-koege-stroeby-egede,d,151.0,1019.0,2970,1.0,4.0,18833.0,2889000,0.0,1971.0,336,1,4600,Stevns,55.411522,12.242128,0,1
16,16,terraced house,56.0,http://www.nybolig.dk/maegler/pages/property-presentation/property.action?caseno=3327732&shopno=260404&fromsite=boligsiden&csref=boligsiden,d,95.0,313.0,2764,3.0,4.0,22010.0,2595000,0.0,1918.0,316,1,4300,Holbæk,55.707916,11.70982,1,1
17,17,condo,0.0,https://www.danbolig.dk?propertyid=2720000072&brokerid=272,d,54.0,0.0,1833,1.0,2.0,66574.0,3595000,0.0,1970.0,101,1,1666,København,55.669807,12.547394,0,0
18,18,holiday house,0.0,http://www.thomas-risager.dk/sag.aspx?mgl=1818&sagsnr=FH30476,,125.0,2988.0,4166,1.0,4.0,35076.0,4595000,0.0,2012.0,860,1,9850,Hjørring,57.565926,9.929423,0,1
19,19,villa,0.0,https://www.robinhus.dk/redirect/?caseno=NMI-0000045,d,157.0,743.0,3286,1.0,4.0,27409.0,4495000,0.0,1963.0,253,1,2670,Greve,55.601036,12.318145,0,1
20,20,villa,0.0,https://www.realmaeglerne.dk/301-redirect/?mgl=R705&sagsnr=70502598,c,133.0,771.0,2743,1.0,4.0,17581.0,2398000,0.0,1979.0,740,1,8600,Silkeborg,56.182236,9.566557,0,1
21,21,terraced house,0.0,https://www.edc.dk/sag/?sagsnr=85305041,b,97.0,153.0,2180,2.0,5.0,24784.0,2295000,0.0,1986.0,751,1,8520,Aarhus,56.240864,10.241283,0,1
22,22,villa,0.0,https://home.dk/sag/8080001648,e,157.0,930.0,2091,1.0,5.0,8109.0,1295000,0.0,1964.0,860,1,9800,Hjørring,57.44609,9.986774,0,1
23,23,holiday house,0.0,https://www.danbolig.dk?propertyid=2040000266&brokerid=204,,86.0,1322.0,1778,1.0,4.0,12383.0,1195000,0.0,1979.0,390,1,4760,Vordingborg,54.974903,11.995589,0,1
24,24,villa,0.0,https://www.edc.dk/sag/?sagsnr=67602154,c,190.0,15000.0,1538,1.0,5.0,16579.0,3150000,0.0,1920.0,561,1,6771,Esbjerg,55.39661,8.685585,0,1
25,25,villa,0.0,https://www.edc.dk/sag/?sagsnr=61011838,d,153.0,862.0,2258,1.0,5.0,12697.0,2095000,0.0,1973.0,575,1,6600,Vejen,55.4669,9.132425,0,1
26,26,villa,0.0,http://www.nybolig.dk/maegler/pages/property-presentation/property.action?caseno=717767&shopno=220085&fromsite=boligsiden&csref=boligsiden,g,86.0,1824.0,1121,1.0,3.0,4087.0,375000,0.0,1929.0,530,1,6623,Billund,55.622894,9.143626,0,1
27,27,villa,0.0,https://www.danbolig.dk?propertyid=1010000043&brokerid=101,d,126.0,809.0,2677,1.0,4.0,21790.0,2995000,0.0,1969.0,259,1,4623,Køge,55.50838,12.129669,0,1
28,28,villa,0.0,https://www.danbolig.dk?propertyid=3200000063&brokerid=320,d,142.0,3307.0,1924,2.0,4.0,14407.0,2295000,0.0,1877.0,330,1,4200,Slagelse,55.31844,11.376626,0,1
29,29,villa,0.0,https://www.edc.dk/sag/?sagsnr=82407070,c,183.0,1012.0,2909,2.0,5.0,21123.0,3800000,0.0,1977.0,751,1,8541,Aarhus,56.267147,10.306425,0,1
30,30,villa,40.0,https://johnfrandsen.dk/sag/STRV2263/havremarken-1-resen-7600-struer/,d,172.0,886.0,1678,1.0,5.0,5352.0,1045000,0.0,1974.0,671,1,7600,Struer,56.51633,8.539435,1,1
31,31,villa,165.0,https://www.lokalbolig.dk/?sag=13-X0001065,e,251.0,1116.0,9482,3.0,6.0,44703.0,14495000,0.0,1932.0,157,1,2900,Gentofte,55.731277,12.554959,1,1
32,32,cooperative,0.0,https://www.edc.dk/sag/?sagsnr=45503706,d,97.0,2443.0,5730,1.0,3.0,4897.0,475000,0.0,2005.0,306,1,4540,Odsherred,55.803772,11.441138,0,1
33,33,villa,0.0,https://ejendroem.dk/ejendomme/engparken-69-6740-bramming/,c,136.0,750.0,1761,1.0,5.0,11739.0,1748000,0.0,1971.0,561,1,6740,Esbjerg,55.46902,8.712665,0,1
34,34,farm,0.0,http://www.estate-maeglerne.dk/maegler/pages/property-presentation/property.action?caseno=98301880&shopno=240263&fromsite=boligsiden&csref=boligsiden,a2020,210.0,18860.0,2497,3.0,6.0,9332.0,2145000,0.0,2002.0,813,1,9750,Frederikshavn,57.354042,10.213681,0,1
35,35,villa,15.0,http://www.estate-maeglerne.dk/maegler/pages/property-presentation/property.action?caseno=I2204-08&shopno=260412&fromsite=boligsiden&csref=boligsiden,c,139.0,958.0,3474,1.0,5.0,38088.0,5995000,0.0,1939.0,183,1,2635,Ishøj,55.62516,12.34949,1,1
36,36,villa,74.0,http://www.nybolig.dk/maegler/pages/property-presentation/property.action?caseno=183422&shopno=105241&fromsite=boligsiden&csref=boligsiden,d,74.0,908.0,4697,2.0,3.0,51749.0,5475000,0.0,1935.0,159,1,2860,Gladsaxe,55.72292,12.51348,1,1
37,37,condo,0.0,https://home.dk/sag/1120000776,d,93.0,0.0,2951,1.0,4.0,39247.0,3650000,0.0,1932.0,101,1,2720,København,55.69383,12.493236,0,0
38,38,villa,18.0,https://www.realmaeglerne.dk/301-redirect/?mgl=R611&sagsnr=611-2914,d,105.0,781.0,1889,1.0,4.0,6812.0,795000,0.0,1967.0,390,1,4780,Vordingborg,54.972683,12.270536,1,1
39,39,villa,89.0,https://www.danbolig.dk?propertyid=2530000126&brokerid=253,d,151.0,833.0,1823,2.0,4.0,6005.0,1195000,0.0,1973.0,450,1,5853,Nyborg,55.27365,10.612004,1,1
40,40,condo,0.0,https://www.realmaeglerne.dk/301-redirect/?mgl=R696&sagsnr=6961525,c,134.0,0.0,3496,1.0,5.0,16381.0,2195000,0.0,1935.0,615,1,8700,Horsens,55.86148,9.855443,0,0
41,41,terraced house,0.0,https://home.dk/sag/1030000634,d,129.0,895.0,3511,1.0,4.0,40140.0,4295000,0.0,1968.0,163,1,2730,Herlev,55.753403,12.397587,0,1
42,42,villa,0.0,https://www.danbolig.dk?propertyid=2960000140&brokerid=296,g,209.0,15000.0,3034,2.0,6.0,6101.0,1995000,0.0,1972.0,376,1,4840,Guldborgsund,54.91504,11.808969,0,1
43,43,villa,80.0,https://www.realmaeglerne.dk/301-redirect/?mgl=R701&sagsnr=701-5646,e,80.0,906.0,2558,2.0,3.0,14471.0,1675000,0.0,1960.0,630,1,7080,Vejle,55.662357,9.674314,1,1
44,44,villa,0.0,https://www.danbolig.dk?propertyid=1770000134&brokerid=177,c,154.0,690.0,3006,2.0,3.0,31801.0,3875000,0.0,1200.0,336,1,4600,Stevns,55.421455,12.22915,0,1
45,45,villa,0.0,http://www.nybolig.dk/maegler/pages/property-presentation/property.action?caseno=260498&shopno=270178&fromsite=boligsiden&csref=boligsiden,c,150.0,855.0,2278,1.0,5.0,16807.0,2595000,0.0,1999.0,630,1,7300,Vejle,55.750183,9.425871,0,1
46,46,villa,0.0,https://www.edc.dk/sag/?sagsnr=95303515,d,192.0,1325.0,3035,1.0,6.0,14522.0,2895000,0.0,1974.0,840,1,9530,Rebild,56.89433,9.824369,0,1
47,47,condo,0.0,http://www.nybolig.dk/maegler/pages/property-presentation/property.action?caseno=7031620&shopno=101721&fromsite=boligsiden&csref=boligsiden,c,110.0,0.0,5095,4.0,4.0,45409.0,4995000,0.0,1897.0,751,1,8000,Aarhus,56.162,10.204512,0,0
48,48,terraced house,0.0,http://www.nybolig.dk/maegler/pages/property-presentation/property.action?caseno=3410666&shopno=270115&fromsite=boligsiden&csref=boligsiden,b,134.0,919.0,2088,1.0,5.0,22109.0,2998000,0.0,1872.0,751,1,8541,Aarhus,56.260956,10.306652,0,1
49,49,villa,4.0,https://www.minbolighandel.dk/1/visbolig.aspx?mgl=2595&sagsnr=KF410,f,98.0,563.0,2118,2.0,5.0,14302.0,1594000,0.0,1900.0,316,1,4340,Holbæk,55.61281,11.774455,1,1
50,50,villa,0.0,http://www.nybolig.dk/maegler/pages/property-presentation/property.action?caseno=10620&shopno=100258&fromsite=boligsiden&csref=boligsiden,e,78.0,1705.0,1192,1.0,3.0,4423.0,345000,0.0,1860.0,575,1,6630,Vejen,55.39106,9.096538,0,1
51,51,cooperative,0.0,https://www.brikk.dk/ejendom/roarsvej-7c-1-th-4700-naestved/,d,43.0,502.0,1521,2.0,2.0,6900.0,325000,0.0,1900.0,370,1,4700,Næstved,55.228195,11.767876,0,1
52,52,villa,0.0,https://www.edc.dk/sag/?sagsnr=26403453,f,90.0,862.0,3042,1.0,4.0,25922.0,2495000,0.0,1955.0,169,1,2640,Høje-Taastrup,55.66119,12.176514,0,1
53,53,holiday house,0.0,https://www.danbolig.dk?propertyid=4760000136&brokerid=476,,60.0,1497.0,1310,1.0,3.0,14206.0,895000,0.0,1969.0,360,1,4970,Lolland,54.683933,11.308557,0,1
54,54,condo,0.0,https://johnfrandsen.dk/sag/2150000254/soendergade-20a-hou-8300-odder/,c,195.0,0.0,2819,1.0,6.0,16405.0,3199000,0.0,1883.0,727,1,8300,Odder,55.913845,10.253613,0,0
55,55,villa,0.0,http://www.nybolig.dk/maegler/pages/property-presentation/property.action?caseno=29122162&shopno=105659&fromsite=boligsiden&csref=boligsiden,c,125.0,687.0,1078,1.0,4.0,5534.0,725000,0.0,1972.0,550,1,6261,Tønder,55.05557,8.825157,0,1
56,56,villa apartment,95.0,https://www.danbolig.dk?propertyid=0360000137&brokerid=036,d,100.0,781.0,4183,2.0,3.0,64950.0,6495000,0.0,1901.0,157,1,2920,Gentofte,55.76125,12.576965,1,1
57,57,villa,108.0,https://www.edc.dk/sag/?sagsnr=86004012,e,250.0,1180.0,3765,3.0,6.0,11274.0,3195000,0.0,1969.0,740,1,8600,Silkeborg,56.17581,9.518703,1,1
58,58,holiday house,0.0,http://www.estate-maeglerne.dk/maegler/pages/property-presentation/property.action?caseno=11778&shopno=270184&fromsite=boligsiden&csref=boligsiden,,40.0,874.0,1535,1.0,3.0,41196.0,1895000,0.0,1964.0,825,1,9940,Læsø,57.2901,10.921134,0,1
59,59,villa,0.0,http://www.nybolig.dk/maegler/pages/property-presentation/property.action?caseno=10101920&shopno=106197&fromsite=boligsiden&csref=boligsiden,f,124.0,1292.0,1347,2.0,4.0,5311.0,695000,0.0,1900.0,707,1,8585,Norddjurs,56.50531,10.586256,0,1
60,60,condo,0.0,http://www.nybolig.dk/maegler/pages/property-presentation/property.action?caseno=001722&shopno=102885&fromsite=boligsiden&csref=boligsiden,c,66.0,0.0,2098,1.0,2.0,28788.0,1900000,0.0,1890.0,751,1,8000,Aarhus,56.16232,10.209005,0,0
61,61,villa,0.0,http://www.estate-maeglerne.dk/maegler/pages/property-presentation/property.action?caseno=4731233&shopno=105612&fromsite=boligsiden&csref=boligsiden,b,164.0,759.0,3988,1.0,6.0,38667.0,6500000,0.0,2008.0,219,1,3400,Hillerød,55.945347,12.254381,0,1
62,62,villa,20.0,http://www.estate-maeglerne.dk/maegler/pages/property-presentation/property.action?caseno=96201343&shopno=270128&fromsite=boligsiden&csref=boligsiden,d,126.0,663.0,1342,3.0,4.0,7700.0,1098000,0.0,1935.0,791,1,9632,Viborg,56.616135,9.505043,1,1
63,63,villa,0.0,https://www.ankersoe-bolig.dk/sag.aspx?mgl=2710&sagsnr=TV57,d,195.0,624.0,2421,2.0,8.0,11053.0,2299000,0.0,1890.0,706,1,8543,Syddjurs,56.32,10.311325,0,1
64,64,villa,70.0,https://johnfrandsen.dk/sag/36220000173/tvaergade-7-frederiks-7470-karup-j/,c,126.0,1194.0,1538,1.0,4.0,8320.0,1295000,0.0,1950.0,791,1,7470,Viborg,56.33903,9.255522,1,1
65,65,terraced house,0.0,https://www.danbolig.dk?propertyid=0140000723&brokerid=014,,126.0,245.0,3030,2.0,5.0,26151.0,3295000,0.0,2022.0,316,1,4300,Holbæk,55.708057,11.721597,0,1
66,66,terraced house,0.0,https://www.danbolig.dk?propertyid=0990000370&brokerid=099,c,106.0,385.0,1288,1.0,4.0,14673.0,1595000,0.0,1970.0,657,1,7400,Herning,56.153595,8.942277,0,1
67,67,villa,0.0,https://home.dk/sag/8230000744,e,170.0,4695.0,1413,1.0,7.0,3203.0,1350000,0.0,1959.0,851,1,9240,Aalborg,56.93405,9.587865,0,1
68,68,villa,0.0,http://www.nybolig.dk/maegler/pages/property-presentation/property.action?caseno=10934&shopno=240109&fromsite=boligsiden&csref=boligsiden,f,143.0,2930.0,1389,2.0,4.0,6571.0,1395000,0.0,1935.0,849,1,9440,Jammerbugt,57.177402,9.766129,0,1
69,69,cooperative,0.0,https://www.danbolig.dk?propertyid=0140000468&brokerid=014,d,98.0,1276.0,6385,2.0,4.0,12715.0,1246086,0.0,1992.0,316,1,4300,Holbæk,55.71818,11.71309,0,1
70,70,hobby farm,0.0,https://www.reh.dk/sag.aspx?mgl=1295&sagsnr=2208594,d,230.0,37918.0,2555,2.0,6.0,8179.0,2398000,0.0,1947.0,400,1,3700,Bornholm,55.099903,14.751559,0,1
71,71,villa,0.0,http://www.nybolig.dk/maegler/pages/property-presentation/property.action?caseno=202464&shopno=100250&fromsite=boligsiden&csref=boligsiden,d,175.0,402.0,1696,2.0,5.0,8066.0,1445000,0.0,1897.0,615,1,8700,Horsens,55.926353,9.775177,0,1
72,72,villa,0.0,https://johnfrandsen.dk/sag/36460000487/skovparken-62-8783-hornsyld/,b,201.0,1051.0,2482,1.0,6.0,14000.0,2898000,0.0,2007.0,766,1,8783,Hedensted,55.750732,9.860681,0,1
73,73,condo,44.0,https://www.realmaeglerne.dk/301-redirect/?mgl=R103&sagsnr=103-8026,a2020,161.0,0.0,8436,4.0,5.0,69534.0,11195000,0.0,2020.0,101,1,2150,København,55.710686,12.595286,1,0
74,74,condo,0.0,http://www.nybolig.dk/maegler/pages/property-presentation/property.action?caseno=4030961&shopno=104335&fromsite=boligsiden&csref=boligsiden,c,116.0,0.0,3170,1.0,4.0,25819.0,2995000,0.0,1970.0,751,1,8240,Aarhus,56.19706,10.20978,0,0
75,75,villa,0.0,http://www.estate-maeglerne.dk/maegler/pages/property-presentation/property.action?caseno=22183&shopno=270207&fromsite=boligsiden&csref=boligsiden,b,166.0,801.0,1307,2.0,8.0,3749.0,595000,0.0,1937.0,773,1,7960,Morsø,56.75286,8.562558,0,1
76,76,villa,0.0,http://www.estate-maeglerne.dk/maegler/pages/property-presentation/property.action?caseno=EBS967&shopno=270200&fromsite=boligsiden&csref=boligsiden,c,153.0,500.0,3786,2.0,5.0,30756.0,4595000,0.0,1965.0,151,1,2750,Ballerup,55.738503,12.350474,0,1
77,77,villa,0.0,https://andersenbolig.dk/?post_type=sag&p=25835,d,144.0,591.0,3719,1.0,4.0,28297.0,4195000,0.0,1937.0,159,1,2860,Gladsaxe,55.721645,12.467537,0,1
78,78,condo,0.0,https://boligmaegler.com/sag.aspx?mgl=2795&sagsnr=BO22109,e,129.0,0.0,4645,1.0,4.0,19341.0,2495000,0.0,1960.0,370,1,4700,Næstved,55.229153,11.761224,0,0
79,79,villa,0.0,http://www.nybolig.dk/maegler/pages/property-presentation/property.action?caseno=29122126&shopno=105659&fromsite=boligsiden&csref=boligsiden,c,146.0,3144.0,2057,2.0,4.0,10013.0,1500000,0.0,1998.0,550,1,6261,Tønder,55.090885,8.669442,0,1
80,80,villa,42.0,http://www.estate-maeglerne.dk/maegler/pages/property-presentation/property.action?caseno=22189&shopno=270076&fromsite=boligsiden&csref=boligsiden,d,86.0,249.0,1255,4.0,4.0,13953.0,1200000,0.0,1857.0,480,1,5400,Nordfyns,55.565285,10.0920725,1,1
81,81,villa,0.0,https://www.edc.dk/sag/?sagsnr=29302874,d,120.0,924.0,4375,1.0,5.0,40299.0,4995000,0.0,1974.0,155,1,2791,Dragør,55.595284,12.657389,0,1
82,82,villa,0.0,https://www.edc.dk/sag/?sagsnr=47802611,e,182.0,3217.0,2353,2.0,5.0,8650.0,1550000,0.0,1920.0,390,1,4780,Vordingborg,54.977966,12.352267,0,1
83,83,villa,60.0,https://www.edc.dk/sag/?sagsnr=93006113,d,120.0,816.0,1672,3.0,4.0,2660.0,395000,0.0,1930.0,813,1,9352,Frederikshavn,57.277218,10.356227,1,1
84,84,cooperative,0.0,https://www.mikkelsentoftlund.dk/redirect/?caseno=12800001526,d,86.0,2304.0,2451,1.0,4.0,2522.0,225000,0.0,1984.0,550,1,6520,Tønder,55.153053,8.961569,0,1
85,85,villa,0.0,https://www.edc.dk/sag/?sagsnr=40203906,f,157.0,673.0,3349,1.0,6.0,19722.0,3195000,0.0,1976.0,265,1,4130,Roskilde,55.541386,12.019314,0,1
86,86,terraced house,0.0,https://www.danbolig.dk?propertyid=0830000113&brokerid=083,d,138.0,652.0,3926,1.0,4.0,29043.0,4175000,0.0,1972.0,210,1,3480,Fredensborg,55.989597,12.398981,0,1
87,87,terraced house,0.0,https://www.lokalbolig.dk/?sag=16-X0000973,c,112.0,399.0,3165,2.0,4.0,43097.0,4995000,0.0,1949.0,159,1,2860,Gladsaxe,55.74329,12.48446,0,1
88,88,villa,80.0,https://home.dk/sag/6230001051,d,126.0,827.0,3059,1.0,6.0,35471.0,5498000,0.0,1953.0,751,1,8270,Aarhus,56.11545,10.164997,1,1
89,89,villa,37.0,https://www.villadsenbolig.dk/redirect/?caseno=VE0000740,f,143.0,799.0,1202,1.0,6.0,2982.0,475000,0.0,1956.0,849,1,9700,Jammerbugt,57.28219,9.75827,1,1
90,90,villa,88.0,https://home.dk/sag/8080001649,c,136.0,1915.0,1213,1.0,5.0,9019.0,1645000,0.0,1940.0,860,1,9800,Hjørring,57.461967,9.95774,1,1
91,91,villa,0.0,http://www.estate-maeglerne.dk/maegler/pages/property-presentation/property.action?caseno=85602330&shopno=270229&fromsite=boligsiden&csref=boligsiden,a2010,160.0,985.0,1576,1.0,5.0,16028.0,1695000,0.0,1945.0,326,1,4291,Kalundborg,55.522858,11.363431,0,1
92,92,condo,0.0,http://www.paulun.dk/bolig-redirect?mgl=2647&sagsnr=CI-MH375,d,101.0,0.0,3483,1.0,4.0,66832.0,6750000,0.0,1874.0,101,1,1124,København,55.683598,12.574775,0,0
93,93,condo,0.0,https://www.danbolig.dk?propertyid=0980000245&brokerid=098,c,33.0,0.0,1142,1.0,1.0,18030.0,595000,0.0,1969.0,751,1,8260,Aarhus,56.123837,10.13668,0,0
94,94,condo,0.0,https://www.edc.dk/sag/?sagsnr=29903099,g,54.0,0.0,2102,1.0,1.0,35093.0,1895000,0.0,1932.0,169,1,2630,Høje-Taastrup,55.655865,12.299211,0,0
95,95,villa,0.0,http://www.estate-maeglerne.dk/maegler/pages/property-presentation/property.action?caseno=EBS891&shopno=270200&fromsite=boligsiden&csref=boligsiden,a2020,240.0,802.0,5729,1.0,7.0,82495.0,8200000,0.0,2018.0,151,1,2740,Ballerup,55.715843,12.396752,0,1
96,96,villa,0.0,https://www.danbolig.dk?propertyid=3130000082&brokerid=313,a2010,181.0,785.0,3472,1.0,5.0,33322.0,5998000,0.0,2006.0,751,1,8520,Aarhus,56.243736,10.250646,0,1
97,97,villa,0.0,https://www.edc.dk/sag/?sagsnr=68702237,f,165.0,6573.0,1882,2.0,5.0,8621.0,1250000,0.0,1937.0,573,1,6823,Varde,55.68043,8.70883,0,1
98,98,villa,0.0,https://www.edc.dk/sag/?sagsnr=27302479,c,138.0,800.0,4100,1.0,4.0,31123.0,4295000,0.0,1984.0,183,1,2635,Ishøj,55.609936,12.363194,0,1
99,99,cooperative,116.0,https://aarhusmaeglerne.dk/sag/4107/tordenskjoldsgade-90-8200-aarhus-n/,d,58.0,0.0,3758,5.0,2.0,15618.0,998000,0.0,1923.0,751,1,8200,Aarhus,56.173447,10.217163,1,0
100,100,villa,0.0,http://www.estate-maeglerne.dk/maegler/pages/property-presentation/property.action?caseno=4736556&shopno=270197&fromsite=boligsiden&csref=boligsiden,d,136.0,750.0,3020,1.0,4.0,14364.0,2095000,0.0,1973.0,370,1,4736,Næstved,55.185932,11.648278,0,1
101,101,villa,0.0,http://www.nybolig.dk/maegler/pages/property-presentation/property.action?caseno=260484&shopno=270178&fromsite=boligsiden&csref=boligsiden,c,224.0,1438.0,2205,2.0,8.0,5729.0,1395000,0.0,1917.0,630,1,7182,Vejle,55.70883,9.375751,0,1
102,102,villa,0.0,https://www.realmaeglerne.dk/301-redirect/?mgl=R523&sagsnr=523-4135,d,112.0,1121.0,2510,1.0,4.0,14512.0,1695000,0.0,1977.0,479,1,5700,Svendborg,55.044136,10.656249,0,1
103,103,villa,40.0,https://home.dk/sag/8040000629,d,216.0,835.0,2924,2.0,5.0,14114.0,3398000,0.0,1967.0,851,1,9400,Aalborg,57.0741,9.912775,1,1
104,104,condo,0.0,https://home.dk/sag/7140001868,c,72.0,0.0,2064,1.0,2.0,17333.0,1248000,0.0,1976.0,561,1,6700,Esbjerg,55.47291,8.473389,0,0
105,105,villa,0.0,http://www.nybolig.dk/maegler/pages/property-presentation/property.action?caseno=0573&shopno=102147&fromsite=boligsiden&csref=boligsiden,c,137.0,1818.0,1465,1.0,3.0,9158.0,1495000,0.0,1893.0,730,1,8981,Randers,56.550823,10.001015,0,1
106,106,villa,0.0,https://home.dk/sag/6050000636,a2015,189.0,1008.0,4145,1.0,6.0,34381.0,6498000,0.0,2017.0,746,1,8680,Skanderborg,56.08952,9.799968,0,1
107,107,villa,0.0,https://home.dk/sag/8260001363,,118.0,29342.0,1062,2.0,2.0,6178.0,750000,0.0,1900.0,787,1,7742,Thisted,57.02477,8.992683,0,1
108,108,condo,0.0,http://www.eltoftnielsen.dk/default.aspx?mgl=2429&sagsnr=IEN11636,d,136.0,0.0,6675,1.0,4.0,65074.0,8850000,0.0,1909.0,101,1,2100,København,55.69723,12.582479,0,0
109,109,villa,73.0,https://www.danbolig.dk?propertyid=2690000075&brokerid=269,e,122.0,624.0,2867,2.0,5.0,27196.0,4195000,0.0,1952.0,461,1,5250,Odense,55.37719,10.35822,1,1
110,110,terraced house,0.0,https://www.danbolig.dk?propertyid=0140000641&brokerid=014,e,56.0,174.0,1955,1.0,2.0,12411.0,695000,0.0,1973.0,316,1,4440,Holbæk,55.65233,11.505618,0,1
111,111,villa,90.0,https://johnfrandsen.dk/sag/2150000229/agervej-5-8320-maarslet/,d,125.0,800.0,2866,1.0,4.0,21545.0,3598000,0.0,1966.0,751,1,8320,Aarhus,56.064995,10.158162,1,1
112,112,villa,0.0,https://www.danbolig.dk?propertyid=26700003207&brokerid=267,g,71.0,537.0,986,1.0,3.0,3085.0,250000,0.0,1852.0,420,1,5620,Assens,55.25335,10.111082,0,1
113,113,condo,2.0,https://www.edc.dk/sag/?sagsnr=91003768,e,61.0,0.0,1765,3.0,2.0,22541.0,1375000,0.0,1939.0,851,1,9000,Aalborg,57.042614,9.943122,1,0
114,114,terraced house,0.0,https://johnfrandsen.dk/sag/STRR2267/noerregade-21-7600-struer/,d,109.0,314.0,1476,1.0,3.0,6062.0,725000,0.0,1933.0,671,1,7600,Struer,56.49242,8.586357,0,1
115,115,villa,0.0,http://www.nybolig.dk/maegler/pages/property-presentation/property.action?caseno=5803061&shopno=103360&fromsite=boligsiden&csref=boligsiden,d,116.0,550.0,1714,2.0,5.0,11017.0,1295000,0.0,1922.0,846,1,9500,Mariagerfjord,56.644226,9.789294,0,1
116,116,condo,0.0,https://www.realmaeglerne.dk/301-redirect/?mgl=R708&sagsnr=708-1890,d,117.0,0.0,3747,1.0,4.0,29017.0,3395000,0.0,1918.0,740,1,8600,Silkeborg,56.167793,9.552194,0,0
117,117,villa,0.0,https://www.brikk.dk/ejendom/oersoevej-83-9330-dronninglund/,c,116.0,763.0,1155,2.0,4.0,3985.0,485000,0.0,1936.0,810,1,9330,Brønderslev,57.176723,10.333042,0,1
118,118,villa,0.0,https://www.estaldo.com/listing/07b0ccfc-6388-402d-954d-840af80382aa,c,151.0,1046.0,1826,1.0,4.0,10879.0,1795000,0.0,1976.0,779,1,7800,Skive,56.545033,9.016532,0,1
