,Unnamed: 0,addressType,basementArea,caseUrl,energyLabel,housingArea,lotArea,monthlyExpense,numberOfFloors,numberOfRooms,perAreaPrice,priceCash,priceChangePercentage,yearBuilt,municipalityCode,numberOfBuildings,zipCode,municipality,latitude,longitude,basement,lot
1587,1587,cooperative,0.0,http://www.nybolig.dk/maegler/pages/property-presentation/property.action?caseno=7050099&shopno=101721&fromsite=boligsiden&csref=boligsiden,c,85.0,788.0,3723,5.0,3.0,13050.0,1198000,0.0,1985.0,751,1,8270,Aarhus,56.110016,10.209832,0,1
1588,1588,condo,0.0,https://maeglerhuset.dk/redirect.php?sagsnr=007659&mgl=9000,c,91.0,0.0,2200,1.0,3.0,20824.0,1895000,0.0,1917.0,851,1,9000,Aalborg,57.051857,9.913608,0,0
1589,1589,villa,0.0,http://ekmanbolig.dk/koeb-bolig/bolig.aspx?shopid=1960&caseno=40405605,c,96.0,716.0,3244,1.0,4.0,32143.0,3195000,0.0,1988.0,265,1,4040,Roskilde,55.772697,12.099354,0,1
1590,1590,terraced house,0.0,https://home.dk/sag/6060003052,c,67.0,88.0,1544,2.0,2.0,21495.0,1395000,0.0,1900.0,621,1,6000,Kolding,55.485294,9.4783745,0,1
1591,1591,villa,0.0,http://www.lokal-maegler.dk/redirect.php?sagsnr=001109&mgl=2332,b,150.0,668.0,3115,1.0,5.0,22219.0,3395000,0.0,1992.0,706,1,8543,Syddjurs,56.321636,10.329097,0,1
1592,1592,villa,106.0,https://home.dk/sag/1600000737,c,161.0,1119.0,6239,2.0,6.0,47882.0,9495000,0.0,1937.0,157,1,2820,Gentofte,55.74116,12.532739,1,1
1593,1593,condo,0.0,https://www.edc.dk/sag/?sagsnr=90103367,c,60.0,0.0,2353,3.0,3.0,30817.0,1849000,0.0,1972.0,849,1,9492,Jammerbugt,57.252693,9.578871,0,0
1594,1594,condo,0.0,https://www.danbolig.dk?propertyid=3200000074&brokerid=320,d,78.0,0.0,2288,4.0,3.0,9423.0,735000,0.0,1971.0,330,1,4220,Slagelse,55.325478,11.163884,0,0
1595,1595,villa,90.0,https://home.dk/sag/9230000739,f,90.0,656.0,2375,2.0,4.0,18654.0,2495000,0.0,1940.0,461,1,5210,Odense,55.40877,10.357205,1,1
1596,1596,villa,0.0,http://www.nybolig.dk/maegler/pages/property-presentation/property.action?caseno=230469&shopno=270129&fromsite=boligsiden&csref=boligsiden,e,154.0,473.0,1305,2.0,5.0,6385.0,975000,0.0,1908.0,766,1,8783,Hedensted,55.75998,9.826896,0,1
1597,1597,villa,53.0,https://www.nordfynbo.dk/sag.aspx?mgl=2118&sagsnr=M0700,d,106.0,223.0,1191,3.0,5.0,9043.0,1125000,0.0,1903.0,480,1,5400,Nordfyns,55.56278,10.092592,1,1
1598,1598,condo,0.0,https://www.danbolig.dk?propertyid=2260000231&brokerid=226,f,75.0,0.0,2227,1.0,4.0,52640.0,3948000,0.0,1899.0,751,1,8000,Aarhus,56.14684,10.195459,0,0
1599,1599,villa,107.0,http://www.nybolig.dk/maegler/pages/property-presentation/property.action?caseno=10627&shopno=270187&fromsite=boligsiden&csref=boligsiden,d,195.0,741.0,3057,3.0,7.0,19869.0,4690000,0.0,1931.0,461,1,5230,Odense,55.381435,10.383893,1,1
1600,1600,holiday house,0.0,http://www.nybolig.dk/maegler/pages/property-presentation/property.action?caseno=2253897&shopno=106199&fromsite=boligsiden&csref=boligsiden,,67.0,2150.0,2438,1.0,3.0,25842.0,1995000,0.0,1947.0,706,1,8400,Syddjurs,56.228172,10.62941,0,1
1601,1601,villa,105.0,https://www.edc.dk/sag/?sagsnr=78605222,d,180.0,1537.0,1366,3.0,5.0,5450.0,1295000,0.0,1934.0,779,1,7860,Skive,56.59133,8.783286,1,1
1602,1602,condo,0.0,https://www.danbolig.dk?propertyid=0980000243&brokerid=098,d,62.0,0.0,1519,1.0,2.0,29435.0,1825000,0.0,1935.0,751,1,8260,Aarhus,56.12818,10.16335,0,0
1603,1603,terraced house,0.0,https://home.dk/sag/2420000879,c,90.0,128.0,2065,1.0,3.0,14733.0,1295000,0.0,1980.0,370,1,4700,Næstved,55.227776,11.773213,0,1
1604,1604,holiday house,0.0,http://www.amagerbolig.dk/sager?mglid=1239&sagid=NORDENBR,,53.0,646.0,1111,1.0,2.0,11573.0,699000,0.0,1850.0,482,1,5932,Langeland,54.78769,10.712949,0,1
1605,1605,villa,72.0,https://www.thorkildkristensen.dk/redirect/?caseno=13820001197,c,130.0,1156.0,2996,3.0,4.0,29148.0,4295000,0.0,1933.0,851,1,9000,Aalborg,57.045895,9.874032,1,1
1606,1606,terraced house,0.0,https://home.dk/sag/1230000993,c,135.0,201.0,3260,2.0,4.0,28445.0,3695000,0.0,1977.0,190,1,3500,Furesø,55.78543,12.324679,0,1
1607,1607,villa,0.0,https://www.danbolig.dk?propertyid=0140000561&brokerid=014,a2015,176.0,804.0,3283,1.0,5.0,26619.0,4685000,0.0,2019.0,316,1,4300,Holbæk,55.70875,11.632866,0,1
1608,1608,villa,0.0,https://johnfrandsen.dk/sag/RDV2104/skovsangervej-2-thorsager-8410-roende/,a2010,151.0,1035.0,2197,1.0,4.0,16167.0,2598000,0.0,2013.0,706,1,8410,Syddjurs,56.351574,10.45131,0,1
1609,1609,villa,0.0,https://home.dk/sag/9020001450,d,156.0,696.0,2294,1.0,6.0,13344.0,2175000,0.0,1964.0,479,1,5700,Svendborg,55.083252,10.625787,0,1
1610,1610,villa,0.0,https://www.lokalbolig.dk/?sag=14-X0000548,d,156.0,1047.0,5573,1.0,6.0,39186.0,6495000,0.0,1959.0,230,1,3460,Rudersdal,55.81831,12.424589,0,1
1611,1611,villa,29.0,https://home.dk/sag/7190001662,d,255.0,3707.0,2735,2.0,6.0,15407.0,3995000,0.0,1926.0,510,1,6100,Haderslev,55.190918,9.516771,1,1
1612,1612,condo,0.0,https://www.danbolig.dk?propertyid=0230000175&brokerid=023,b,184.0,0.0,5383,2.0,5.0,35299.0,6495000,0.0,1980.0,217,1,3000,Helsingør,56.04484,12.602527,0,0
1613,1613,villa,69.0,http://www.nybolig.dk/maegler/pages/property-presentation/property.action?caseno=21336&shopno=240101&fromsite=boligsiden&csref=boligsiden,e,133.0,710.0,1303,3.0,5.0,3671.0,595000,0.0,1950.0,820,1,9640,Vesthimmerlands,56.79196,9.214213,1,1
1614,1614,condo,0.0,http://www.nybolig.dk/maegler/pages/property-presentation/property.action?caseno=98000004&shopno=270308&fromsite=boligsiden&csref=boligsiden,d,96.0,0.0,3736,3.0,4.0,27031.0,2595000,0.0,1970.0,169,1,2630,Høje-Taastrup,55.643494,12.286647,0,0
1615,1615,full year plot,0.0,https://www.danbolig.dk?propertyid=2670000163&brokerid=267,,,2064.0,218,,,216.0,445000,0.0,,420,1,5690,Assens,55.318356,10.173037,0,1
1616,1616,condo,0.0,https://www.edc.dk/sag/?sagsnr=23004925,c,46.0,0.0,3030,3.0,2.0,43370.0,1995000,0.0,1962.0,101,1,2300,København,55.663998,12.616743,0,0
1617,1617,villa,0.0,http://www.nybolig.dk/maegler/pages/property-presentation/property.action?caseno=T301441&shopno=270017&fromsite=boligsiden&csref=boligsiden,b,148.0,720.0,2622,1.0,5.0,24360.0,3995000,0.0,2007.0,461,1,5210,Odense,55.410427,10.33314,0,1
1618,1618,condo,0.0,https://www.lokalbolig.dk/?sag=29-X0001174,d,84.0,0.0,4457,1.0,4.0,33917.0,2849000,0.0,1964.0,175,1,2610,Rødovre,55.679882,12.452237,0,0
1619,1619,farm,10.0,http://www.nybolig.dk/maegler/pages/property-presentation/property.action?caseno=FA35JA&shopno=100260&fromsite=boligsiden&csref=boligsiden,d,227.0,37977.0,1974,3.0,6.0,7978.0,1795000,0.0,1867.0,621,1,6580,Kolding,55.38923,9.338915,1,1
1620,1620,terraced house,31.0,https://home.dk/sag/1720001427,d,132.0,589.0,5348,3.0,5.0,52978.0,7695000,0.0,1947.0,173,1,2830,Lyngby-Taarbæk,55.782543,12.471545,1,1
1621,1621,terraced house,0.0,https://johnfrandsen.dk/sag/RR2108/idasminde-1-8960-randers-so/,e,110.0,305.0,1697,1.0,4.0,14803.0,1695000,0.0,1980.0,730,1,8960,Randers,56.442936,10.1077,0,1
1622,1622,villa,0.0,https://www.realmaeglerne.dk/301-redirect/?mgl=R529&sagsnr=529-1301,d,140.0,448.0,1290,2.0,4.0,5236.0,775000,-17.11,1897.0,410,1,5592,Middelfart,55.427586,9.932184,0,1
1623,1623,condo,0.0,https://home.dk/sag/1320000618,d,69.0,0.0,3642,3.0,2.0,25290.0,1745000,0.0,1965.0,210,1,3050,Fredensborg,55.96054,12.525127,0,0
1624,1624,terraced house,0.0,https://danskebolig.dk/redirect/?caseno=31630000538,a2010,101.0,150.0,2081,1.0,3.0,16409.0,1595000,0.0,2011.0,370,1,4684,Næstved,55.280773,11.785983,0,1
1625,1625,holiday house,0.0,https://www.edc.dk/sag/?sagsnr=56103571,,57.0,243.0,1534,1.0,1.0,70000.0,3500000,0.0,2017.0,420,1,5610,Assens,55.280235,9.8901825,0,1
1626,1626,villa,35.0,https://www.danbolig.dk?propertyid=2740000021&brokerid=274,d,173.0,1009.0,2675,2.0,7.0,9642.0,1695000,0.0,1960.0,730,1,8940,Randers,56.44249,10.037841,1,1
1627,1627,villa,0.0,http://www.estate-maeglerne.dk/maegler/pages/property-presentation/property.action?caseno=TK403&shopno=270220&fromsite=boligsiden&csref=boligsiden,g,109.0,875.0,2555,1.0,4.0,20674.0,2300000,0.0,1955.0,376,1,4800,Guldborgsund,54.77521,11.86238,0,1
1628,1628,villa,0.0,https://westergaardbolig.dk/redirect/?caseno=21930001084,e,135.0,700.0,1576,1.0,4.0,7455.0,895000,0.0,1985.0,810,1,9700,Brønderslev,57.321888,9.862421,0,1
1629,1629,villa,0.0,https://www.danbolig.dk?propertyid=0950000594&brokerid=095,c,133.0,826.0,3349,1.0,5.0,20813.0,2920000,0.0,2001.0,630,1,7120,Vejle,55.726868,9.606077,0,1
1630,1630,condo,0.0,https://www.realmaeglerne.dk/301-redirect/?mgl=R113&sagsnr=113-1911,,77.0,0.0,3924,1.0,2.0,77857.0,5995000,0.0,1700.0,101,1,1401,København,55.67484,12.591393,0,0
1631,1631,villa,0.0,http://www.nybolig.dk/maegler/pages/property-presentation/property.action?caseno=14908&shopno=100668&fromsite=boligsiden&csref=boligsiden,d,174.0,1248.0,2339,1.0,6.0,10298.0,1865000,0.0,1969.0,410,1,5466,Middelfart,55.487858,9.911751,0,1
1632,1632,villa,88.0,https://www.edc.dk/sag/?sagsnr=85504621,c,138.0,739.0,2286,3.0,6.0,11266.0,1895000,0.0,1943.0,730,1,8920,Randers,56.473354,10.017871,1,1
1633,1633,hobby farm,0.0,http://www.boligone.dk/sag.aspx?mgl=2737&sagsnr=802-0002,e,271.0,26983.0,2932,2.0,8.0,10310.0,2995000,0.0,1885.0,661,1,6990,Holstebro,56.281734,8.273432,0,1
1634,1634,condo,0.0,http://www.nybolig.dk/maegler/pages/property-presentation/property.action?caseno=223040&shopno=260359&fromsite=boligsiden&csref=boligsiden,c,51.0,0.0,2270,4.0,1.0,37745.0,1925000,0.0,1970.0,101,1,2300,København,55.655678,12.617044,0,0
1635,1635,villa,0.0,https://www.minbolighandel.dk/1/visbolig.aspx?mgl=2657&sagsnr=MD385,c,260.0,5875.0,2408,2.0,7.0,14105.0,3295000,0.0,1809.0,540,1,6400,Sønderborg,54.905235,9.849447,0,1
1636,1636,farm,0.0,https://www.edc.dk/sag/?sagsnr=60906312,e,159.0,22097.0,2589,2.0,5.0,9708.0,1495000,0.0,1939.0,510,1,6541,Haderslev,55.18517,9.245476,0,1
1637,1637,villa,40.0,https://www.lokalbolig.dk/?sag=60-X0000189,d,90.0,883.0,1877,1.0,3.0,13172.0,1495000,0.0,1954.0,730,1,8960,Randers,56.440487,10.139145,1,1
1638,1638,villa,0.0,https://www.lokalbolig.dk/?sag=37-X0000936,b,144.0,1077.0,2652,1.0,5.0,21677.0,3245000,0.0,2007.0,370,1,4700,Næstved,55.18095,11.85098,0,1
1639,1639,holiday house,0.0,https://www.edc.dk/sag/?sagsnr=33207084,,126.0,1260.0,2088,1.0,6.0,19802.0,2495000,0.0,2008.0,260,1,3310,Halsnæs,55.908726,12.055498,0,1
1640,1640,villa,4.0,http://www.estate-maeglerne.dk/maegler/pages/property-presentation/property.action?caseno=98301870&shopno=240263&fromsite=boligsiden&csref=boligsiden,c,102.0,807.0,2192,1.0,3.0,11342.0,1175000,0.0,1941.0,860,1,9800,Hjørring,57.454693,10.003458,1,1
1641,1641,holiday house,0.0,https://www.danbolig.dk?propertyid=2840000191&brokerid=284,,50.0,800.0,1240,1.0,3.0,18346.0,998000,0.0,1974.0,330,1,4200,Slagelse,55.42096,11.198725,0,1
1642,1642,villa,13.0,https://www.realmaeglerne.dk/301-redirect/?mgl=R479&sagsnr=479-2600,d,119.0,1043.0,1455,2.0,4.0,5047.0,695000,0.0,1970.0,657,1,7400,Herning,56.06367,8.987841,1,1
1643,1643,villa,80.0,https://johnfrandsen.dk/sag/34050000487/klostervej-1-8500-grenaa/,c,80.0,570.0,1390,1.0,3.0,11227.0,1395000,0.0,1956.0,707,1,8500,Norddjurs,56.408806,10.874344,1,1
1644,1644,villa,0.0,https://www.edc.dk/sag/?sagsnr=99005887,d,121.0,801.0,1578,1.0,4.0,8251.0,1050000,0.0,1962.0,813,1,9900,Frederikshavn,57.425774,10.508126,0,1
1645,1645,villa,6.0,http://www.nybolig.dk/maegler/pages/property-presentation/property.action?caseno=211601&shopno=250034&fromsite=boligsiden&csref=boligsiden,c,104.0,822.0,1865,2.0,4.0,16251.0,1695000,0.0,1943.0,615,1,8700,Horsens,55.84761,9.835334,1,1
1646,1646,condo,0.0,http://www.nybolig.dk/maegler/pages/property-presentation/property.action?caseno=528166&shopno=260141&fromsite=boligsiden&csref=boligsiden,e,58.0,0.0,2137,1.0,2.0,20603.0,1195000,0.0,1946.0,217,1,3000,Helsingør,56.03512,12.600568,0,0
1647,1647,villa,0.0,https://www.danbolig.dk?propertyid=1940000126&brokerid=194,e,114.0,727.0,1575,1.0,4.0,6737.0,800000,0.0,1964.0,510,1,6500,Haderslev,55.250786,9.302623,0,1
1648,1648,holiday house,0.0,https://www.danbolig.dk?propertyid=4900000067&brokerid=490,,43.0,500.0,1279,1.0,3.0,30326.0,1395000,0.0,1978.0,169,1,2640,Høje-Taastrup,55.66124,12.201211,0,1
1649,1649,villa,50.0,https://www.brikk.dk/ejendom/jordloesevej-3-5672-broby/,g,99.0,788.0,1097,3.0,4.0,4261.0,525000,0.0,1950.0,430,1,5672,Faaborg-Midtfyn,55.191116,10.245563,1,1
1650,1650,villa,0.0,https://www.cdbolig.dk/bolig?mgl=3409&sag=34090000764,c,149.0,876.0,2362,1.0,5.0,18280.0,2795000,0.0,1997.0,740,1,8600,Silkeborg,56.18694,9.685247,0,1
1651,1651,condo,0.0,https://home.dk/sag/6200001055,,85.0,0.0,3489,5.0,3.0,51765.0,4400000,0.0,1899.0,751,1,8000,Aarhus,56.0,9.000001,0,0
1652,1652,villa,0.0,http://www.nybolig.dk/maegler/pages/property-presentation/property.action?caseno=31295&shopno=100268&fromsite=boligsiden&csref=boligsiden,e,214.0,1014.0,1930,2.0,9.0,7293.0,1595000,0.0,1906.0,661,1,7500,Holstebro,56.401966,8.751367,0,1
1653,1653,terraced house,0.0,https://www.danbolig.dk?propertyid=0980000235&brokerid=098,a2010,130.0,132.0,2506,2.0,5.0,23038.0,2995000,0.0,2016.0,751,1,8361,Aarhus,56.10711,10.0608,0,1
1654,1654,villa,7.0,https://www.brikk.dk/ejendom/mariehoej-74-3000-helsingoer/,b,79.0,230.0,2606,3.0,3.0,39320.0,3295000,0.0,1877.0,217,1,3000,Helsingør,56.034447,12.563361,1,1
1655,1655,full year plot,0.0,https://www.danbolig.dk?propertyid=2080000158&brokerid=208,,,909.0,152,,,523.0,475000,0.0,,376,1,4800,Guldborgsund,54.767643,11.837351,0,1
1656,1656,terraced house,0.0,http://www.nybolig.dk/maegler/pages/property-presentation/property.action?caseno=7022086&shopno=101721&fromsite=boligsiden&csref=boligsiden,d,85.0,337.0,2255,1.0,4.0,25729.0,2250000,0.0,1972.0,751,1,8310,Aarhus,56.089516,10.125228,0,1
1657,1657,villa,0.0,https://www.danbolig.dk?propertyid=3060000062&brokerid=306,c,198.0,1066.0,3418,2.0,3.0,12096.0,2395000,0.0,1961.0,390,1,4720,Vordingborg,55.121796,12.041482,0,1
1658,1658,villa,0.0,https://johnfrandsen.dk/sag/34050000304/robstrupvej-21-robstrup-8500-grenaa/,c,296.0,4331.0,1749,1.0,7.0,8873.0,2495000,0.0,1956.0,707,1,8500,Norddjurs,56.43446,10.875203,0,1
1659,1659,villa,0.0,https://mengbolig.dk/find-din-nye-bolig/oestergade-60-rudkoebing-90102,d,30.0,217.0,911,2.0,3.0,43167.0,1295000,0.0,1877.0,482,1,5900,Langeland,54.935184,10.716272,0,1
1660,1660,condo,0.0,https://www.brikk.dk/ejendom/hedetoften-45-st-tv-2640-hedehusene/,d,74.0,0.0,2943,2.0,3.0,26959.0,1995000,0.0,1960.0,169,1,2640,Høje-Taastrup,55.65373,12.198173,0,0
1661,1661,villa,66.0,http://www.nybolig.dk/maegler/pages/property-presentation/property.action?caseno=20220348&shopno=230042&fromsite=boligsiden&csref=boligsiden,d,77.0,1230.0,2072,3.0,3.0,16551.0,1795000,0.0,1956.0,791,1,8800,Viborg,56.43988,9.481085,1,1
1662,1662,villa,0.0,https://www.realmaeglerne.dk/301-redirect/?mgl=R712&sagsnr=712-4676,c,86.0,444.0,1341,1.0,2.0,8736.0,795000,0.0,1900.0,575,1,6650,Vejen,55.483463,9.019455,0,1
1663,1663,villa,8.0,http://www.nybolig.dk/maegler/pages/property-presentation/property.action?caseno=79800270&shopno=230029&fromsite=boligsiden&csref=boligsiden,d,125.0,580.0,1077,2.0,4.0,7300.0,945000,0.0,1934.0,773,1,7980,Morsø,56.761326,8.728648,1,1
1664,1664,villa,0.0,https://home.dk/sag/1510001292,d,160.0,1055.0,4499,1.0,5.0,35079.0,5795000,0.0,1970.0,219,1,3480,Hillerød,55.974037,12.345229,0,1
1665,1665,farm,0.0,https://www.clausgroenne.dk/sag.aspx?mgl=2317&sagsnr=1072211,a2015,192.0,74523.0,3331,1.0,6.0,46849.0,8995000,0.0,2017.0,740,1,8600,Silkeborg,56.132095,9.699703,0,1
1666,1666,villa,30.0,https://www.edc.dk/sag/?sagsnr=50203253,d,429.0,50594.0,3862,1.0,10.0,4888.0,2195000,0.0,1840.0,420,1,5492,Assens,55.39322,10.110599,1,1
1667,1667,villa,0.0,http://www.nybolig.dk/maegler/pages/property-presentation/property.action?caseno=A000762&shopno=100679&fromsite=boligsiden&csref=boligsiden,d,168.0,949.0,2746,2.0,5.0,16114.0,2795000,0.0,1977.0,420,1,5610,Assens,55.244858,9.89701,0,1
1668,1668,terraced house,0.0,https://www.edc.dk/sag/?sagsnr=25603408,c,125.0,182.0,3349,2.0,4.0,23972.0,2945000,0.0,1976.0,187,1,2625,Vallensbæk,55.651173,12.366823,0,1
1669,1669,villa,0.0,http://www.nybolig.dk/maegler/pages/property-presentation/property.action?caseno=29122149&shopno=105659&fromsite=boligsiden&csref=boligsiden,c,202.0,1368.0,1871,1.0,6.0,9236.0,1995000,0.0,1980.0,550,1,6240,Tønder,55.06542,8.955124,0,1
1670,1670,condo,0.0,https://www.realmaeglerne.dk/301-redirect/?mgl=R151&sagsnr=151D0567,e,76.0,0.0,4320,1.0,3.0,28882.0,2195000,0.0,1958.0,101,1,2700,København,55.714424,12.460038,0,0
1671,1671,condo,0.0,https://www.edc.dk/sag/?sagsnr=21007425,c,56.0,0.0,4096,1.0,2.0,63393.0,3550000,0.0,1902.0,101,1,2100,København,55.7041,12.586424,0,0
1672,1672,terraced house,0.0,http://www.nybolig.dk/maegler/pages/property-presentation/property.action?caseno=4021300&shopno=104335&fromsite=boligsiden&csref=boligsiden,b,112.0,0.0,3786,1.0,5.0,49982.0,5598000,0.0,1972.0,751,1,8240,Aarhus,56.18336,10.2302065,0,0
1673,1673,villa,0.0,https://www.obolig.dk/sag.aspx?mgl=1940&sagsnr=V22103,d,121.0,800.0,1704,1.0,4.0,8644.0,1100000,0.0,1968.0,492,1,5960,Ærø,54.854507,10.513233,0,1
1674,1674,villa,41.0,http://www.nybolig.dk/maegler/pages/property-presentation/property.action?caseno=3479&shopno=102310&fromsite=boligsiden&csref=boligsiden,g,80.0,398.0,2070,1.0,4.0,16905.0,1748000,0.0,1961.0,561,1,6700,Esbjerg,55.475403,8.455321,1,1
1675,1675,villa,0.0,http://www.nybolig.dk/maegler/pages/property-presentation/property.action?caseno=22296&shopno=220075&fromsite=boligsiden&csref=boligsiden,c,100.0,789.0,1710,1.0,3.0,21080.0,2245000,0.0,1961.0,657,1,7400,Herning,56.1371,8.940688,0,1
1676,1676,villa,0.0,https://www.danbolig.dk?propertyid=2960000117&brokerid=296,d,195.0,1063.0,2126,1.0,7.0,7886.0,1595000,0.0,1966.0,376,1,4840,Guldborgsund,54.89325,11.88143,0,1
1677,1677,condo,0.0,https://www.danbolig.dk?propertyid=3170000241&brokerid=317,b,56.0,0.0,2536,1.0,2.0,44554.0,2495000,0.0,1940.0,101,1,2300,København,55.662205,12.607348,0,0
1678,1678,terraced house,28.0,https://www.danbolig.dk?propertyid=2420000087&brokerid=242,c,92.0,103.0,3609,1.0,4.0,56288.0,5595000,0.0,1970.0,157,1,2820,Gentofte,55.746704,12.506456,1,1
1679,1679,villa,168.0,https://www.edc.dk/sag/?sagsnr=91104938,f,300.0,753.0,6129,3.0,7.0,17950.0,6995000,0.0,1892.0,851,1,9000,Aalborg,57.043903,9.895217,1,1
1680,1680,villa,0.0,http://www.nybolig.dk/maegler/pages/property-presentation/property.action?caseno=3228152&shopno=100837&fromsite=boligsiden&csref=boligsiden,f,126.0,2555.0,2177,1.0,3.0,11413.0,1575000,0.0,1878.0,370,1,4684,Næstved,55.283028,11.784274,0,1
1681,1681,villa,0.0,http://www.nybolig.dk/maegler/pages/property-presentation/property.action?caseno=231-3801&shopno=260097&fromsite=boligsiden&csref=boligsiden,c,99.0,675.0,3229,1.0,4.0,28348.0,2995000,0.0,1954.0,269,1,2680,Solrød,55.54866,12.238912,0,1
1682,1682,condo,0.0,https://www.lokalbolig.dk/?sag=10-X0001962,d,61.0,0.0,2917,1.0,3.0,50000.0,3050000,0.0,1940.0,101,1,2300,København,55.662445,12.605765,0,0
1683,1683,condo,0.0,https://www.lokalbolig.dk/?sag=01-X0001236,e,65.0,0.0,3047,1.0,2.0,30000.0,1950000,0.0,1941.0,219,1,3400,Hillerød,55.939117,12.291693,0,0
1684,1684,condo,0.0,http://www.nybolig.dk/maegler/pages/property-presentation/property.action?caseno=721053&shopno=105574&fromsite=boligsiden&csref=boligsiden,c,56.0,0.0,2315,1.0,3.0,28482.0,1595000,0.0,1968.0,169,1,2630,Høje-Taastrup,55.652214,12.307671,0,0
1685,1685,villa,12.0,https://www.edc.dk/sag/?sagsnr=50005025,e,85.0,551.0,1881,2.0,3.0,17633.0,1795000,0.0,1959.0,461,1,5000,Odense,55.411655,10.41094,1,1
1686,1686,villa,0.0,https://www.brikk.dk/ejendom/skovagervej-1-6240-loegumkloster/,f,151.0,1535.0,1745,1.0,5.0,3751.0,648000,0.0,1963.0,550,1,6240,Tønder,55.004322,9.037476,0,1
1687,1687,villa,0.0,http://www.nybolig.dk/maegler/pages/property-presentation/property.action?caseno=1719&shopno=240265&fromsite=boligsiden&csref=boligsiden,b,240.0,900.0,2454,2.0,8.0,8124.0,1945000,0.0,2001.0,860,1,9760,Hjørring,57.357246,9.93862,0,1
1688,1688,villa,87.0,http://www.jespernielsen.dk/redirect.php?mgl=2394&sagsnr=JNL02701,d,167.0,872.0,6705,3.0,6.0,49143.0,9750000,0.0,1938.0,230,1,2850,Rudersdal,55.816425,12.543536,1,1
1689,1689,condo,0.0,http://www.nybolig.dk/maegler/pages/property-presentation/property.action?caseno=371466&shopno=240100&fromsite=boligsiden&csref=boligsiden,c,58.0,0.0,1844,1.0,2.0,23276.0,1350000,0.0,1912.0,851,1,9000,Aalborg,57.04261,9.921676,0,0
1690,1690,holiday house,0.0,https://www.edc.dk/sag/?sagsnr=90103381,,82.0,1367.0,2072,1.0,5.0,31467.0,2895000,0.0,1946.0,849,1,9492,Jammerbugt,57.2538,9.597463,0,1
1691,1691,condo,0.0,https://mengbolig.dk/find-din-nye-bolig/slotsalleen-16c-svendborg-90103,b,103.0,0.0,1887,2.0,3.0,23252.0,2395000,0.0,1991.0,479,1,5700,Svendborg,55.032505,10.648082,0,0
1692,1692,condo,0.0,https://www.realmaeglerne.dk/301-redirect/?mgl=R465&sagsnr=465-1294,d,71.0,0.0,2106,1.0,3.0,19648.0,1395000,0.0,1952.0,851,1,9000,Aalborg,57.053413,9.893158,0,0
1693,1693,villa,16.0,https://www.place2live.dk/redirect/?caseno=12160000902,c,157.0,442.0,3495,3.0,5.0,27812.0,4995000,0.0,1964.0,219,1,3400,Hillerød,55.936646,12.314415,1,1
1694,1694,villa,0.0,https://www.danbolig.dk?propertyid=0350000285&brokerid=035,c,177.0,897.0,5894,2.0,5.0,41841.0,6795000,0.0,1973.0,230,1,3460,Rudersdal,55.856453,12.41934,0,1
1695,1695,villa,73.0,https://www.edc.dk/sag/?sagsnr=21606209,d,193.0,369.0,5625,4.0,6.0,54378.0,10495000,0.0,1914.0,101,1,2500,København,55.663357,12.504849,1,1
1696,1696,full year plot,0.0,https://www.edc.dk/sag/?sagsnr=74800684,,,923.0,198,,,162.0,149900,0.0,,657,1,7480,Herning,56.174072,8.7398615,0,1
1697,1697,villa,0.0,http://www.nybolig.dk/maegler/pages/property-presentation/property.action?caseno=O300652&shopno=270062&fromsite=boligsiden&csref=boligsiden,d,134.0,1004.0,1759,1.0,4.0,9334.0,1395000,0.0,1985.0,480,1,5471,Nordfyns,55.53206,10.21751,0,1
1698,1698,condo,0.0,https://home.dk/sag/8090000615,d,57.0,0.0,1349,1.0,2.0,20965.0,1195000,0.0,1943.0,851,1,9000,Aalborg,57.04109,9.931709,0,0
1699,1699,holiday house,0.0,https://www.danbolig.dk?propertyid=2200000116&brokerid=220,,50.0,1178.0,1593,1.0,3.0,33698.0,1449000,0.0,1973.0,376,1,4873,Guldborgsund,54.6972,11.959399,0,1
1700,1700,villa,56.0,http://www.nybolig.dk/maegler/pages/property-presentation/property.action?caseno=33108&shopno=270057&fromsite=boligsiden&csref=boligsiden,b,92.0,1000.0,1301,2.0,3.0,7722.0,995000,0.0,1957.0,420,1,5690,Assens,55.3567,10.214174,1,1
1701,1701,villa,0.0,http://www.nybolig.dk/maegler/pages/property-presentation/property.action?caseno=3164675&shopno=105962&fromsite=boligsiden&csref=boligsiden,d,159.0,658.0,1890,2.0,5.0,5469.0,895000,0.0,1900.0,330,1,4241,Slagelse,55.32938,11.139654,0,1
1702,1702,villa,94.0,https://www.danbolig.dk?propertyid=0950000628&brokerid=095,c,172.0,707.0,2335,2.0,9.0,8838.0,1795000,0.0,1958.0,630,1,6040,Vejle,55.618713,9.314509,1,1
1703,1703,condo,0.0,https://home.dk/sag/1050000766,d,49.0,0.0,1238,7.0,1.0,48878.0,2395000,0.0,1970.0,101,1,2200,København,55.68563,12.551737,0,0
1704,1704,condo,0.0,https://www.danbolig.dk?propertyid=1710000081&brokerid=171,c,51.0,0.0,2360,3.0,2.0,39118.0,1995000,0.0,1940.0,157,1,2820,Gentofte,55.75046,12.517452,0,0
